"id","time1","cv","bag_seal_id","cage_id"
"680","2023-11-20 19:44:57.232312","CV 5","EBHOPCH-1683281","14"
"681","2023-11-20 19:45:00.514323","CV 1","EMGIMGI-660837868","13"
"682","2023-11-20 19:45:07.183347","CV 5","EPNQTGN-660894933","16"
"683","2023-11-20 19:45:11.679199","CV 1","EDELKNN-660895283","14"
"684","2023-11-20 19:45:13.061476","CV 5","ERACRAC-264851-1686","43"
"685","2023-11-20 19:45:17.899225","CV 5","EPATZMP-532805","19"
"686","2023-11-20 19:45:18.910154","CV 1","EGAUGOM-1536565","41"
"687","2023-11-20 19:45:24.931025","CV 5","EPATBTS-4841777-1365","19"
"688","2023-11-20 19:45:25.991880","CV 5","EBOMIXU-660910108","16"
"689","2023-11-20 19:45:28.835446","CV 1","ESNISNI-660831691","42"
"690","2023-11-20 19:45:30.494314","CV 5","EBHUCUT-3594604-1304","23"
"691","2023-11-20 19:45:38.227925","CV 1","EBHOMPN-1423909","14"
"692","2023-11-20 19:45:38.412411","CV 5","EBIHCPR-660906956","19"
"693","2023-11-20 19:45:40.398825","CV 5","EBSHBSH-660893206","24"
"694","2023-11-20 19:45:45.634653","CV 1","EPATPTP-1707097","19"
"695","2023-11-20 19:45:48.082994","CV 5","EBOMTDO-660873876","15"
"696","2023-11-20 19:45:52.020757","CV 1","EDELBHO-660874841","14"
"697","2023-11-20 19:46:02.131956","CV 1","EIXABLN-660799591","13"
"698","2023-11-20 19:46:06.252998","CV 5","ERDPBDM-660839758","29"
"699","2023-11-20 19:46:10.065490","CV 1","EMUMSAI4-3702237-1375","15"
"700","2023-11-20 19:46:10.715856","CV 5","EBOMGOR-660889905","15"
"701","2023-11-20 19:46:20.047571","CV 5","EDELKBH-660952116","19"
"702","2023-11-20 19:46:26.560158","CV 1","EJGRJGR-660510514","18"
"703","2023-11-20 19:46:35.726737","CV 1","ESHLSLG-1429742","13"
"704","2023-11-20 19:46:35.825220","CV 5","ECCUGRA-660853812","25"
"705","2023-11-20 19:46:44.334790","CV 1","EIXAMOL-1401455","15"
"706","2023-11-20 19:46:45.208094","CV 5","ECCUDSI-479623","25"
"707","2023-11-20 19:46:47.129004","CV 5","ESHLSHO-1513923","13"
"708","2023-11-20 19:46:51.695106","CV 1","EKPGKPG-660859740","16"
"709","2023-11-20 19:46:52.043743","CV 5","EBBIBPO-660887998","25"
"710","2023-11-20 19:46:54.138680","CV 5","EAKDAKD-660880027","12"
"711","2023-11-20 19:47:04.487358","CV 5","EGAYBHC-1320468","23"
"712","2023-11-20 19:47:08.493200","CV 1","EGURJJH-2845901-1558","37"
"713","2023-11-20 19:47:10.196266","CV 5","EIXRPRN-1409645","17"
"714","2023-11-20 19:47:19.080851","CV 1","EPATARJ-1398528","19"
"715","2023-11-20 19:47:23.529743","CV 5","EIXBBNK-1226242","17"
"716","2023-11-20 19:47:28.839227","CV 5","ECCUADL-660887840","28"
"717","2023-11-20 19:47:34.986164","CV 5","ESTVSAC-1368447","20"
"718","2023-11-20 19:47:39.736153","CV 1","EBOMVRR-660898166","15"
"719","2023-11-20 19:47:39.931990","CV 5","ERDPGZO-1657805","44"
"720","2023-11-20 19:47:44.534496","CV 5","ERAICHG-2444992-1287","18"
"721","2023-11-20 19:47:49.607972","CV 5","EBDQHLL-1600775","21"
"722","2023-11-20 19:47:52.758456","CV 1","EBOMDHL-660862792","14"
"723","2023-11-20 19:47:53.137293","CV 5","EMUMSTR-660867740","16"
"724","2023-11-20 19:48:00.543155","CV 5","ECCUULB-5964688-1526","25"
"725","2023-11-20 19:48:05.392534","CV 5","ESPHSPH-1541642","42"
"726","2023-11-20 19:48:07.056957","CV 1","EIXBBRP-1615725","17"
"727","2023-11-20 19:48:08.877024","CV 5","EAMDBPL-660876826","21"
"728","2023-11-20 19:48:18.338353","CV 5","ECCUDKU-1342524","25"
"729","2023-11-20 19:48:25.205673","CV 1","EGAUSIM-660945024","13"
"730","2023-11-20 19:48:25.247568","CV 5","ECCUULB-5966639-1526","25"
"731","2023-11-20 19:48:26.126829","CV 5","EGAUGUW-3388007-1317","13"
"732","2023-11-20 19:48:33.940643","CV 1","ENAGBHP-1310311","12"
"733","2023-11-20 19:48:35.449352","CV 5","EDELBIA-660910120","18"
"734","2023-11-20 19:48:36.786091","CV 5","EVRVVRV-660835776","26"
"735","2023-11-20 19:48:44.218215","CV 5","EBOMMLW-660889992","15"
"736","2023-11-20 19:48:51.021585","CV 5","ERAJRAJ-660871996","26"
"737","2023-11-20 19:48:55.626827","CV 1","EBOMSTZ-660846878","15"
"738","2023-11-20 19:49:01.952568","CV 5","EAMDBRH-660908047","21"
"739","2023-11-20 19:49:05.266482","CV 1","EBOMTHN-660867899","15"
"740","2023-11-20 19:49:06.695766","CV 5","EPATMCT-1711121","17"
"741","2023-11-20 19:49:09.871394","CV 5","EBBIKRD-1630982","23"
"742","2023-11-20 19:49:12.277557","CV 1","ELKALKA-660814733","42"
"743","2023-11-20 19:49:16.592255","CV 5","EMUMSAI4-3704913-1376","15"
"744","2023-11-20 19:49:19.673111","CV 1","EIXUBLD-1535589","12"
"745","2023-11-20 19:49:25.061044","CV 5","ECCUULB-5963815-1523","25"
"746","2023-11-20 19:49:32.552909","CV 5","EKIRDES-373384","17"
"747","2023-11-20 19:49:34.082964","CV 5","EVSUVSU-660861851","24"
"748","2023-11-20 19:49:43.063524","CV 5","EJRHGLG-1316387","42"
"749","2023-11-20 19:49:48.949060","CV 5","ECCURPH-660881843","24"
"750","2023-11-20 19:49:58.482645","CV 5","EIXRJKD-2657503-1340","22"
"751","2023-11-20 19:50:16.972697","CV 5","ECHCCHC-660859923","44"
"752","2023-11-20 19:50:33.907954","CV 5","ECCUJGM-660849791","25"
"753","2023-11-20 19:50:44.480286","CV 5","ECCUSYN-1696108","24"
"754","2023-11-20 19:51:01.088544","CV 5","EAMDAND-660881949","21"
"755","2023-11-20 19:51:11.555998","CV 5","EAMDBHJ-660887975","21"
"756","2023-11-20 19:51:13.841849","CV 1","EDWSDWS-660815705","14"
"757","2023-11-20 19:51:19.635096","CV 1","ETEZTPU-1431863","42"
"758","2023-11-20 19:51:25.259921","CV 5","EIXRDGH-660859149","22"
"759","2023-11-20 19:51:44.547510","CV 1","EIXBTAD-403569","17"
"760","2023-11-20 19:51:49.356931","CV 5","ECCUULB-5964690-1527","25"
"761","2023-11-20 19:51:55.330502","CV 1","ECCURNG-660810508","17"
"762","2023-11-20 19:51:57.761853","CV 5","ECCUGOL-318588","25"
"763","2023-11-20 19:52:06.629315","CV 1","EDLNDLN-660847700","42"
"764","2023-11-20 19:52:15.049043","CV 1","EBAGSIL-2538269-1379","17"
"765","2023-11-20 19:52:21.482501","CV 1","EIDRMWR-1188332","14"
"766","2023-11-20 19:53:23.125330","CV 1","EKRPKRP-660852809","18"
"767","2023-11-20 19:53:40.400504","CV 5","EBBIJNR-1608735","18"
"768","2023-11-20 19:54:10.451906","CV 5","ESHDSHD-660841711","12"
"769","2023-11-20 19:54:17.876949","CV 1","ENAGJRP-1551144","12"
"770","2023-11-20 19:54:21.005311","CV 5","EGAUULU-660908090","13"
"771","2023-11-20 19:54:30.828660","CV 5","ENNDNND-1731719","15"
"772","2023-11-20 19:54:32.607738","CV 1","EBAGSIL-2538270-1443","17"
"773","2023-11-20 19:54:43.869814","CV 1","EPATRUN-1269351","47"
"774","2023-11-20 19:54:46.042572","CV 5","EGOPBEL-1475581","19"
"775","2023-11-20 19:55:12.890500","CV 5","EPATBGH-449582","19"
"776","2023-11-20 19:55:17.127174","CV 1","EBOMTDO-660874919","15"
"777","2023-11-20 19:55:21.161133","CV 5","EGAUDNI-660730691","13"
"778","2023-11-20 19:55:22.829784","CV 1","EPBNPBN-660861790","16"
"779","2023-11-20 19:55:38.050328","CV 1","EJLRRTP-1455840","18"
"780","2023-11-20 19:55:46.796569","CV 1","EGOPNKG-1445558","19"
"781","2023-11-20 19:55:47.014529","CV 5","EDELDNR-660805784","19"
"782","2023-11-20 19:55:59.262166","CV 1","ESTVPVP-660893002","20"
"783","2023-11-20 19:56:06.491152","CV M 1","EMPUMPU-660846819","25"
"784","2023-11-20 19:56:07.459537","CV 1","ESMIBHI-660800620","47"
"785","2023-11-20 19:56:12.769319","CV M 1","ECCUCNG-660875868","25"
"786","2023-11-20 19:56:17.707397","CV 5","EPATPTP-1709039","19"
"787","2023-11-20 19:56:19.410102","CV 1","ENDCMTZ-1405418","12"
"789","2023-11-20 19:56:26.137662","CV 1","EPNQONI-660850719","16"
"791","2023-11-20 19:56:35.040262","CV 1","EBGTBGT-660835818","12"
"792","2023-11-20 19:56:40.147756","CV M 1","ECCUNDG-1534649","25"
"793","2023-11-20 19:56:42.869365","CV 1","EPATARR-1414488","19"
"794","2023-11-20 19:56:44.191916","CV 5","ENBMBHI-660847916","15"
"795","2023-11-20 19:56:47.185995","CV M 1","ECCUHLT-660894755","25"
"796","2023-11-20 19:56:49.817031","CV 1","EBOMCRI-660875764","15"
"797","2023-11-20 19:56:55.767128","CV 1","EGUNGUN-660832743","14"
"798","2023-11-20 19:56:58.367239","CV M 1","ECCUULB-5965689-1524","25"
"800","2023-11-20 19:57:07.424095","CV 1","EBOMGOR-660884891","15"
"801","2023-11-20 19:57:12.390729","CV 5","ESTVKTG-1676010","20"
"802","2023-11-20 19:57:17.775338","CV M 1","ECCULKT-660155167","25"
"803","2023-11-20 19:57:18.428031","CV 1","EBBIJNR-1607737","15"
"804","2023-11-20 19:57:24.824425","CV M 1","ECCUAMT-1532717","25"
"805","2023-11-20 19:57:29.379856","CV 1","ETSKMRG-660854707","42"
"807","2023-11-20 19:57:37.833356","CV 1","EPATBTS-4841780-1366","19"
"809","2023-11-20 19:57:49.457997","CV 1","EGAUGUW-3393754-1316","13"
"810","2023-11-20 19:57:58.223029","CV 1","EDELKBH-660953102","19"
"811","2023-11-20 19:58:05.565541","CV 1","EGAUALG-1164215","17"
"812","2023-11-20 19:58:51.319203","CV 5","EBOMUHS-660894973","15"
"813","2023-11-20 19:58:59.712677","CV M 1","ERDPCTO-1732107","29"
"815","2023-11-20 19:59:16.787159","CV 5","EIXUSGO-1453513","12"
"820","2023-11-20 19:59:53.521125","CV 5","EDELKRD-660906119","14"
"821","2023-11-20 20:00:02.191790","CV 5","EBIHSMI-660889888","47"
"824","2023-11-20 20:00:26.674190","CV 5","EJLRRTP-1447877","18"
"826","2023-11-20 20:00:34.269027","CV 5","EBOMPCV-660890014","15"
"827","2023-11-20 20:00:43.523275","CV 5","EBRGBRG-660865921","18"
"828","2023-11-20 20:00:49.205760","CV M 1","EAMDMUD-660832662","21"
"829","2023-11-20 20:00:50.888236","CV 1","ESHDSHD-660837695","12"
"830","2023-11-20 20:00:57.965765","CV 5","EPNQWRJ-660893096","16"
"831","2023-11-20 20:00:59.018958","CV M 1","EAMDBVG-660875025","21"
"832","2023-11-20 20:01:06.190265","CV 1","EMUMSAI4-3697536-1378","15"
"834","2023-11-20 20:01:15.226266","CV 5","ENAGBTS-2480937-1361","12"
"835","2023-11-20 20:01:16.488227","CV M 1","EBDQAWH-660907004","21"
"836","2023-11-20 20:01:25.812760","CV 5","EPATASK-1632009","19"
"837","2023-11-20 20:01:27.700564","CV M 1","EAMDBRH-660912123","21"
"838","2023-11-20 20:01:40.850476","CV M 1","EAHDABD-2634364-1276","21"
"839","2023-11-20 20:01:42.412827","CV 1","ETEZBLP-1304413","42"
"840","2023-11-20 20:01:43.325823","CV 5","ENAGBTS-2480942-1361","12"
"841","2023-11-20 20:01:48.890779","CV M 1","EHBXANJ-1378528","21"
"842","2023-11-20 20:01:50.294968","CV 1","ECCUMTG-660906943","17"
"843","2023-11-20 20:01:52.216151","CV 5","ERPRBWA-660833727","18"
"845","2023-11-20 20:01:59.036314","CV 1","EIXTIXT-660774555","42"
"846","2023-11-20 20:02:06.164757","CV M 1","EAHDABD-2635205-1276","21"
"847","2023-11-20 20:02:11.916099","CV 1","ESGMSGM-660830626","16"
"848","2023-11-20 20:02:14.022079","CV M 1","EBDQAWH-660901019","21"
"849","2023-11-20 20:02:20.511001","CV 1","EGAUHAJ-1559677","13"
"850","2023-11-20 20:02:26.984133","CV 5","EPNQPUN-1698925","16"
"851","2023-11-20 20:02:32.038747","CV 1","EBIHSMI-660886883","47"
"852","2023-11-20 20:02:42.558905","CV 1","ERMIGQX-593582","19"
"853","2023-11-20 20:02:44.704065","CV M 1","ENNANNA-660826585","21"
"854","2023-11-20 20:02:49.298533","CV 1","EBLPRGH-660888048","18"
"855","2023-11-20 20:02:51.295789","CV 5","EPATBLD-1427719","19"
"856","2023-11-20 20:02:59.059355","CV M 1","EKGGKGG-660874822","27"
"857","2023-11-20 20:03:05.321109","CV 1","EBOMGKO-1433635","15"
"859","2023-11-20 20:03:11.947383","CV 5","EGAUBGG-660869931","17"
"860","2023-11-20 20:03:15.877766","CV 1","EIXAAGT-1506806","13"
"862","2023-11-20 20:03:20.874092","CV 5","EBOMDHI-1524713","15"
"864","2023-11-20 20:03:27.064804","CV 1","ERAICHG-2448796-1533","16"
"866","2023-11-20 20:03:37.949359","CV 1","EIXIDKH-1395482","41"
"867","2023-11-20 20:03:42.060571","CV M 1","EPATHJR-754644-1319","27"
"868","2023-11-20 20:03:45.777896","CV 1","ENAGDHM-1215230","16"
"869","2023-11-20 20:03:50.772867","CV M 1","EPATHJR-756595-1319","27"
"871","2023-11-20 20:04:01.581378","CV 5","EGAUSKC-1443706","13"
"873","2023-11-20 20:04:22.087258","CV 5","ECCUJGN-660866734","17"
"874","2023-11-20 20:04:24.734478","CV M 1","ECCUASN-660903903","28"
"875","2023-11-20 20:04:31.268580","CV M 1","ECCUADR-660836717","28"
"879","2023-11-20 20:05:17.741648","CV M 1","ERDPAST-1526817","28"
"880","2023-11-20 20:05:24.968072","CV 5","EPNQKTD-1691963","16"
"881","2023-11-20 20:05:39.011213","CV M 1","ECCUADL-660887","28"
"883","2023-11-20 20:05:50.552557","CV 1","EKOBMDJ-491496","17"
"884","2023-11-20 20:05:50.994370","CV 5","EPATBTS-4841787-1363","19"
"886","2023-11-20 20:06:01.252967","CV 1","ERJACDH-439448","16"
"888","2023-11-20 20:06:10.689535","CV 1","EIXUKNA-660639307","16"
"891","2023-11-20 20:06:46.058557","CV M 1","EPATSOU-1487673","46"
"897","2023-11-20 20:07:46.900353","CV M 1","EGOPMBI-1481572","46"
"900","2023-11-20 20:08:13.736657","CV 1","EIDRNEE-1583639","14"
"901","2023-11-20 20:08:15.107356","CV 5","EBIHMZF-660937123","47"
"903","2023-11-20 20:08:22.874863","CV 1","EBOMPCV-660889047","16"
"905","2023-11-20 20:08:31.465233","CV 1","EBOMARL-660846686","15"
"906","2023-11-20 20:08:36.982062","CV 5","EGAUGLG-660853956","42"
"907","2023-11-20 20:08:37.991072","CV 1","EDIBASM-415499","42"
"908","2023-11-20 20:08:52.949646","CV 1","ERJACGA-1406432","18"
"909","2023-11-20 20:09:30.786151","CV 5","EGAUPLS-1307676-1367","42"
"910","2023-11-20 20:09:41.663324","CV M 1","ECCUCNR-660901917","25"
"911","2023-11-20 20:09:49.710508","CV 5","EBBISBL-1617874","18"
"912","2023-11-20 20:09:51.272998","CV M 1","ECCUHNV-1621127","25"
"913","2023-11-20 20:10:01.120036","CV M 1","ECCUULB-5971309-1525","25"
"914","2023-11-20 20:10:01.906162","CV 5","EIXBDLK-1670816","17"
"915","2023-11-20 20:10:10.603869","CV M 1","ERDPMGM-1436543","25"
"916","2023-11-20 20:10:20.174333","CV M 1","ECCUHNV-1619179","25"
"917","2023-11-20 20:10:34.569308","CV M 1","ECCUULB-5970467-1527","25"
"918","2023-11-20 20:10:35.178252","CV 5","EJLRGAD-1574617","12"
"919","2023-11-20 20:10:43.211230","CV M 1","ECCUKOG-1515783","25"
"920","2023-11-20 20:10:54.105090","CV M 1","EKOLIER-444534","25"
"921","2023-11-20 20:11:03.532977","CV M 1","ECCUULB-5965694-1527","25"
"922","2023-11-20 20:11:06.279978","CV 5","EBOMCSH-660882855","15"
"923","2023-11-20 20:11:12.449976","CV M 1","ECCUULB-5970468-1526","25"
"924","2023-11-20 20:11:26.757138","CV M 1","ECCUULB-5966643-1525","25"
"925","2023-11-20 20:11:36.910867","CV 5","ENZRNZR-660839792","42"
"926","2023-11-20 20:11:59.980567","CV 5","EJLRMHJ-1487673","12"
"927","2023-11-20 20:12:37.603174","CV 5","EPATCAA-1498651","19"
"928","2023-11-20 20:12:53.394383","CV 1","EKNRMDH-625633","17"
"929","2023-11-20 20:13:19.170450","CV 5","EBOMVRR-660893114","15"
"930","2023-11-20 20:14:06.921219","CV 5","EIXSSWN-1346458","19"
"931","2023-11-20 20:14:21.734320","CV 5","EINDIDO-2001243-1333","14"
"932","2023-11-20 20:14:31.378165","CV 5","EIXBJRO-1400426","17"
"933","2023-11-20 20:14:38.097903","CV M 1","EAMDVLP-660895066","21"
"934","2023-11-20 20:14:42.409164","CV 5","EBJUBJU-660867860","19"
"935","2023-11-20 20:14:45.309955","CV M 1","EUNAUNA-660848732","21"
"936","2023-11-20 20:14:52.945926","CV M 1","EBDQKLB-1687141","21"
"937","2023-11-20 20:15:03.510522","CV M 1","EAMDCDH-1549022","21"
"938","2023-11-20 20:15:17.489216","CV M 1","EBDQAKT-660899146","21"
"939","2023-11-20 20:15:25.556644","CV 5","EDELBHO-660877844","14"
"940","2023-11-20 20:15:29.234996","CV M 1","EAMDGSR-1567998","21"
"941","2023-11-20 20:15:34.885348","CV 5","EPATSRN-1459564","19"
"942","2023-11-20 20:15:41.454344","CV M 1","EAHDABD-2638045-1279","21"
"943","2023-11-20 20:15:51.269950","CV M 1","EAHDABD-2635204-1278","21"
"944","2023-11-20 20:15:59.000218","CV 5","ESZRSZR-660809658","13"
"945","2023-11-20 20:16:00.741894","CV M 1","EAMDBHJ-660887974","21"
"946","2023-11-20 20:16:08.332863","CV 5","EIXIDKH-1397478","42"
"947","2023-11-20 20:16:09.191578","CV M 1","EAHDABD-2638048-1277","21"
"948","2023-11-20 20:16:16.456804","CV M 1","EAMDMHN-660869951","21"
"949","2023-11-20 20:16:26.938936","CV 5","EKTNKTN-660867091","12"
"950","2023-11-20 20:16:40.077157","CV 5","EBAGSIL-2538276-1379","17"
"951","2023-11-20 20:16:48.631434","CV 5","EBBISBR-1435869","18"
"952","2023-11-20 20:16:56.670719","CV M 1","EIXRJSG-1687004","23"
"953","2023-11-20 20:17:11.195719","CV 5","EBOMGHD-660904051","15"
"954","2023-11-20 20:17:12.052341","CV M 1","EBHUCUT-3596546-1302","EBHUCUT-3596546-1302"
"956","2023-11-20 20:17:22.492269","CV 5","EBLPKOR-660852908","18"
"957","2023-11-20 20:17:29.411164","CV M 1","EBHUCUT-3593733-1532","23"
"958","2023-11-20 20:17:34.269808","CV 5","ESTVVAP-1612751","15"
"959","2023-11-20 20:17:37.060923","CV M 1","EJAIBBI-1E45J08A82I","BBI-1450882"
"960","2023-11-20 20:17:51.095677","CV M 1","EBBIBMP-660930253","23"
"961","2023-11-20 20:17:57.136730","CV 5","EBOMMSO-1629932","15"
"962","2023-11-20 20:18:13.100658","CV M 1","EBBIJAG-1699165","EBBIJAG-1699165"
"963","2023-11-20 20:18:21.856135","CV M 1","EBBIGTM-660878971","23"
"964","2023-11-20 20:18:28.687818","CV M 1","EBBIBDP-1596768","23"
"965","2023-11-20 20:18:30.955173","CV 5","EIXBTAD-402559","17"
"966","2023-11-20 20:18:42.817982","CV M 1","EBBIIBB-936106","23"
"967","2023-11-20 20:18:48.193370","CV 5","ECHHCHH-660862952","12"
"968","2023-11-20 20:18:55.828109","CV M 1","EGHQGHQ-660826802","43"
"969","2023-11-20 20:19:10.086317","CV M 1","ECCURRK-660919126","43"
"970","2023-11-20 20:19:15.969325","CV M 1","EBIHGAY-660928161","43"
"971","2023-11-20 20:19:26.125269","CV M 1","EDMHDMH-660846641","43"
"972","2023-11-20 20:19:29.581037","CV 5","EJLRMDL-1413502","12"
"973","2023-11-20 20:19:32.688880","CV M 1","ERACRAC-262853-1687","43"
"974","2023-11-20 20:19:41.034727","CV M 1","ECBSCBS-660808709","43"
"975","2023-11-20 20:19:50.207398","CV M 1","ERACRAC-261090-1686","43"
"976","2023-11-20 20:19:57.581961","CV M 1","EBIHAWB-660869911","43"
"977","2023-11-20 20:20:06.855709","CV 5","EMUMSAI4-3703967-1375","15"
"978","2023-11-20 20:20:12.557158","CV M 1","ERACRAC-261912-1686","43"
"979","2023-11-20 20:20:24.398812","CV M 1","EKOLGAR-660993261","25"
"980","2023-11-20 20:20:36.312034","CV M 1","EBBIBAW-660893936","25"
"981","2023-11-20 20:20:44.284909","CV M 1","ECCUSKB-660904977","25"
"982","2023-11-20 20:20:57.310488","CV M 1","ECCUULB-5971312-1524","25"
"983","2023-11-20 20:21:07.323994","CV M 1","EBLDBLD-660720635","25"
"984","2023-11-20 20:21:15.730819","CV M 1","ECCUHLD-660887847","25"
"985","2023-11-20 20:23:44.386757","CV M 1","ECCUBKL-487696","25"
"986","2023-11-20 20:23:52.893230","CV M 1","EDMRDMR-660840603","25"
"987","2023-11-20 20:24:01.062320","CV M 1","ECCUJNY-960096","25"
"988","2023-11-20 20:24:11.287391","CV 1","ETEZKLB-1332429","42"
"989","2023-11-20 20:24:12.199442","CV M 1","EKOLULB-660888911","25"
"990","2023-11-20 20:24:21.392319","CV M 1","ECCUKXZ-295632","25"
"991","2023-11-20 20:24:25.118654","CV 1","EPATBLD-1434800","19"
"992","2023-11-20 20:24:29.463291","CV M 1","ECCUGRT-1511677","25"
"993","2023-11-20 20:24:35.787557","CV 1","EPNQKTD-1692991","15"
"994","2023-11-20 20:24:39.660116","CV M 1","EBBIBPO-660886979","25"
"995","2023-11-20 20:24:46.443813","CV M 1","ECCUHAH-1438671","25"
"996","2023-11-20 20:24:56.107122","CV M 1","ECCUBND-660893026","25"
"997","2023-11-20 20:25:02.666107","CV M 1","ECCUJAG-1527739","25"
"998","2023-11-20 20:25:06.361168","CV 1","EAJLKSB-1326334","13"
"999","2023-11-20 20:25:10.355512","CV M 1","ECCUDLH-370692","25"
"1000","2023-11-20 20:25:12.140887","CV 1","EIDRNAR-1534633","12"
"1001","2023-11-20 20:25:19.893374","CV 1","ESBSSBS-660858823","42"
"1002","2023-11-20 20:26:08.128150","CV 1","EULGULG-660865730","19"
"1003","2023-11-20 20:26:16.335712","CV 1","EIXBNJP-660827597","17"
"1004","2023-11-20 20:26:21.720185","CV 1","EBOMADW-660891947","16"
"1005","2023-11-20 20:26:35.683781","CV 1","ERTLRTL-660863821","42"
"1006","2023-11-20 20:26:48.174381","CV 1","ENAGRPR-1509698","16"
"1007","2023-11-20 20:28:23.595490","CV M 1","EAMDPLN-660870899","21"
"1008","2023-11-20 20:28:32.632503","CV M 1","ESTVANK-1530888","21"
"1009","2023-11-20 20:28:40.030488","CV M 1","EAMDMAN-660913979","21"
"1010","2023-11-20 20:28:47.851932","CV M 1","EAMDRNP-660893948","21"
"1011","2023-11-20 20:28:56.747319","CV M 1","EAMDGSR-1567999","21"
"1012","2023-11-20 20:29:03.559067","CV M 1","EGANGAN-660901099","21"
"1013","2023-11-20 20:29:08.405497","CV 5","EHGBHGB-660818730","14"
"1014","2023-11-20 20:29:11.138452","CV M 1","EAMDCGR-660880978","21"
"1015","2023-11-20 20:29:20.117273","CV M 1","EAMDNRD-1527845","21"
"1016","2023-11-20 20:29:29.276499","CV M 1","EAMDNDD-660856778","21"
"1017","2023-11-20 20:29:32.000663","CV 5","EIXIBRW-1435514","13"
"1018","2023-11-20 20:29:39.046624","CV M 1","EAMDBPG-660910081","21"
"1019","2023-11-20 20:29:47.073765","CV 5","EBOMBKC-660798749","15"
"1020","2023-11-20 20:29:49.936398","CV M 1","ECCUBKO-1428949","22"
"1021","2023-11-20 20:29:56.354789","CV M 1","EDELBKO-660853799","22"
"1022","2023-11-20 20:30:02.623378","CV M 1","EKQRKQR-660810962","22"
"1023","2023-11-20 20:30:11.946508","CV M 1","EIXRJKD-2664655-1340","22"
"1024","2023-11-20 20:30:18.201486","CV 5","EBBIPKM-1401472","18"
"1025","2023-11-20 20:30:19.317421","CV M 1","EIXRKOH-459683","22"
"1026","2023-11-20 20:30:26.435750","CV M 1","EDELHZB-660885244","22"
"1027","2023-11-20 20:30:36.065650","CV 5","ENAGAMI-660883955","12"
"1028","2023-11-20 20:30:40.909970","CV M 1","EIXRJKD-2661502-1339","22"
"1029","2023-11-20 20:30:49.079307","CV M 1","EIXRBMR-660859731","22"
"1030","2023-11-20 20:30:58.269909","CV 5","EKXJKXJ-660527455","13"
"1031","2023-11-20 20:30:58.629364","CV M 1","EDELHZB-660881227","22"
"1032","2023-11-20 20:31:10.074729","CV M 1","EIXWATP-660880204","22"
"1033","2023-11-20 20:31:10.518075","CV 5","EBIHKIR-660880991","17"
"1034","2023-11-20 20:31:16.181112","CV M 1","EIXRJKD-2660490-1339","22"
"1035","2023-11-20 20:31:19.690883","CV 5","EJLRJGR-1433552","18"
"1036","2023-11-20 20:31:23.688371","CV M 1","ECCUIXR-1452888","22"
"1037","2023-11-20 20:31:34.677882","CV 5","EINDIDO-2000270-1334","14"
"1038","2023-11-20 20:31:44.240951","CV 1","ECHHCHH-660862951","12"
